# MIT Bag Model EoS, B = 70
# epsilon [MeV/fm^3], pressure [MeV/fm^3], baryonic_density [1/fm^3], chem_potential[MeV]
306521.972933, 102080.657644, 4000.0, 102.150657644
304470.414971, 101396.80499, 3979.89949749, 101.979263601
302422.307917, 100714.102639, 3959.79899497, 101.807291498
300377.66344, 100032.55448, 3939.69849246, 101.634736436
298336.493306, 99352.1644355, 3919.59798995, 101.46159345
296298.809385, 98672.9364616, 3899.49748744, 101.287857504
294264.623645, 97994.8745483, 3879.39698492, 101.113523498
292233.94816, 97317.9827201, 3859.29648241, 100.938586257
290206.795109, 96642.2650362, 3839.1959799, 100.763040535
288183.176774, 95967.7255913, 3819.09547739, 100.586881014
286163.105548, 95294.3685161, 3798.99497487, 100.4101023
284146.593932, 94622.1979774, 3778.89447236, 100.232698923
282133.654538, 93951.2181792, 3758.79396985, 100.054665335
280124.300088, 93281.4333628, 3738.69346734, 99.8759959097
278118.543423, 92612.8478075, 3718.59296482, 99.6966849389
276116.397493, 91945.4658312, 3698.49246231, 99.5167266326
274117.875372, 91279.2917906, 3678.3919598, 99.3361151165
272122.990247, 90614.3300823, 3658.29145729, 99.1548444307
270131.75543, 89950.5851432, 3638.19095477, 98.9729085276
268144.184352, 89288.0614507, 3618.09045226, 98.7903012705
266160.290572, 88626.7635239, 3597.98994975, 98.6070164316
264180.087771, 87966.6959238, 3577.88944724, 98.42304769
262203.589762, 87307.863254, 3557.78894472, 98.2383886302
260230.810485, 86650.2701617, 3537.68844221, 98.0530327397
258261.764013, 85993.9213378, 3517.5879397, 97.866973407
256296.464554, 85338.8215179, 3497.48743719, 97.6802039198
254334.926449, 84684.9754828, 3477.38693467, 97.4927174629
252377.164179, 84032.3880597, 3457.28643216, 97.3045071156
250423.192366, 83381.0641221, 3437.18592965, 97.1155658497
248473.025773, 82731.0085911, 3417.08542714, 96.9258865273
246526.679309, 82082.2264362, 3396.98492462, 96.7354618982
244584.168027, 81434.7226755, 3376.88442211, 96.5442845978
242645.507131, 80788.5023771, 3356.7839196, 96.352347144
240710.711979, 80143.5706596, 3336.68341709, 96.1596419353
238779.798079, 79499.9326929, 3316.58291457, 95.9661612477
236852.781097, 78857.5936989, 3296.48241206, 95.7718972322
234929.676859, 78216.5589528, 3276.38190955, 95.5768419118
233010.501351, 77576.8337836, 3256.28140704, 95.3809871787
231095.270725, 76938.423575, 3236.18090452, 95.1843247915
229184.001299, 76301.3337664, 3216.08040201, 94.9868463719
