# MIT Bag Model EoS, B = 90
# epsilon [MeV/fm^3], pressure [MeV/fm^3], baryonic_density [1/fm^3], chem_potential[MeV]
306541.972933, 102060.657644, 4000.0, 102.150657644
304490.414971, 101376.80499, 3979.89949749, 101.979263601
302442.307917, 100694.102639, 3959.79899497, 101.807291498
300397.66344, 100012.55448, 3939.69849246, 101.634736436
298356.493306, 99332.1644355, 3919.59798995, 101.46159345
296318.809385, 98652.9364616, 3899.49748744, 101.287857504
294284.623645, 97974.8745483, 3879.39698492, 101.113523498
292253.94816, 97297.9827201, 3859.29648241, 100.938586257
290226.795109, 96622.2650362, 3839.1959799, 100.763040535
288203.176774, 95947.7255913, 3819.09547739, 100.586881014
286183.105548, 95274.3685161, 3798.99497487, 100.4101023
284166.593932, 94602.1979774, 3778.89447236, 100.232698923
282153.654538, 93931.2181792, 3758.79396985, 100.054665335
280144.300088, 93261.4333628, 3738.69346734, 99.8759959097
278138.543423, 92592.8478075, 3718.59296482, 99.6966849389
276136.397493, 91925.4658312, 3698.49246231, 99.5167266326
274137.875372, 91259.2917906, 3678.3919598, 99.3361151165
272142.990247, 90594.3300823, 3658.29145729, 99.1548444307
270151.75543, 89930.5851432, 3638.19095477, 98.9729085276
268164.184352, 89268.0614507, 3618.09045226, 98.7903012705
266180.290572, 88606.7635239, 3597.98994975, 98.6070164316
264200.087771, 87946.6959238, 3577.88944724, 98.42304769
262223.589762, 87287.863254, 3557.78894472, 98.2383886302
260250.810485, 86630.2701617, 3537.68844221, 98.0530327397
258281.764013, 85973.9213378, 3517.5879397, 97.866973407
256316.464554, 85318.8215179, 3497.48743719, 97.6802039198
254354.926449, 84664.9754828, 3477.38693467, 97.4927174629
252397.164179, 84012.3880597, 3457.28643216, 97.3045071156
250443.192366, 83361.0641221, 3437.18592965, 97.1155658497
248493.025773, 82711.0085911, 3417.08542714, 96.9258865273
246546.679309, 82062.2264362, 3396.98492462, 96.7354618982
244604.168027, 81414.7226755, 3376.88442211, 96.5442845978
242665.507131, 80768.5023771, 3356.7839196, 96.352347144
240730.711979, 80123.5706596, 3336.68341709, 96.1596419353
238799.798079, 79479.9326929, 3316.58291457, 95.9661612477
236872.781097, 78837.5936989, 3296.48241206, 95.7718972322
234949.676859, 78196.5589528, 3276.38190955, 95.5768419118
233030.501351, 77556.8337836, 3256.28140704, 95.3809871787
231115.270725, 76918.423575, 3236.18090452, 95.1843247915
229204.001299, 76281.3337664, 3216.08040201, 94.9868463719
227296.709561, 75645.5698538, 3195.9798995, 94.7885434019
225393.412172, 75011.1373907, 3175.87939698, 94.58940722
223494.125968, 74378.0419893, 3155.77889447, 94.3894290183
221598.867964, 73746.2893212, 3135.67839196, 94.1885998392
219707.655355, 73115.8851184, 3115.57788945, 93.9869105714
217820.505524, 72486.8351747, 3095.47738693, 93.7843519466
215937.436039, 71859.1453464, 3075.37688442, 93.5809145356
214058.464661, 71232.8215536, 3055.27638191, 93.3765887446
212183.609344, 70607.8697812, 3035.1758794, 93.171364811
210312.88824, 69984.2960801, 3015.07537688, 92.9652327996
208446.319705, 69362.1065682, 2994.97487437, 92.7581825978
206583.922296, 68741.3074321, 2974.87437186, 92.5502039121
204725.714783, 68121.9049278, 2954.77386935, 92.3412862628
202871.716146, 67503.905382, 2934.67336683, 92.1314189796
201021.945581, 66887.3151938, 2914.57286432, 91.920591197
199176.422507, 66272.1408357, 2894.47236181, 91.7087918493
197335.166565, 65658.3888549, 2874.3718593, 91.4960096651
195498.197625, 65046.0658749, 2854.27135678, 91.2822331627
193665.535791, 64435.178597, 2834.17085427, 91.0674506439
191837.201404, 63825.7338013, 2814.07035176, 90.8516501891
190013.215047, 63217.7383489, 2793.96984925, 90.6348196506
188193.597548, 62611.1991828, 2773.86934673, 90.4169466477
186378.369989, 62006.1233298, 2753.76884422, 90.1980185594
184567.553706, 61402.5179022, 2733.66834171, 89.9780225186
182761.170297, 60800.3900991, 2713.5678392, 89.7569454054
180959.241626, 60199.7472087, 2693.46733668, 89.5347738398
179161.789829, 59600.5966096, 2673.36683417, 89.3114941752
177368.837318, 59002.9457726, 2653.26633166, 89.0870924904
175580.406789, 58406.8022629, 2633.16582915, 88.8615545825
173796.521225, 57812.1737418, 2613.06532663, 88.6348659585
172017.203906, 57219.0679686, 2592.96482412, 88.4070118275
170242.478409, 56627.4928029, 2572.86432161, 88.177977092
168472.368619, 56037.4562064, 2552.7638191, 87.9477463391
166706.898735, 55448.966245, 2532.66331658, 87.7163038314
164946.093275, 54862.0310915, 2512.56281407, 87.4836334977
163189.977082, 54276.6590273, 2492.46231156, 87.2497189228
161438.575335, 53692.8584449, 2472.36180905, 87.0145433376
159691.913551, 53110.6378505, 2452.26130653, 86.7780896086
157950.017599, 52530.0058664, 2432.16080402, 86.5403402265
156212.9137, 51950.9712334, 2412.06030151, 86.3012772953
154480.62844, 51373.5428135, 2391.95979899, 86.06088252
152753.188778, 50797.7295927, 2371.85929648, 85.8191371945
151030.622052, 50223.5406839, 2351.75879397, 85.5760221889
149312.955988, 49650.9853294, 2331.65829146, 85.3315179358
147600.218713, 49080.0729042, 2311.55778894, 85.0856044169
145892.438757, 48510.812919, 2291.45728643, 84.8382611481
144189.64507, 47943.2150233, 2271.35678392, 84.5894671649
142491.867026, 47377.2890087, 2251.25628141, 84.3392010066
140799.134437, 46813.0448124, 2231.15577889, 84.0874406998
139111.477562, 46250.4925206, 2211.05527638, 83.8341637418
137428.927116, 45689.6423719, 2190.95477387, 83.5793470826
135751.514284, 45130.5047613, 2170.85427136, 83.3229671065
134079.270733, 44573.0902442, 2150.75376884, 83.0649996131
132412.22862, 44017.40954, 2130.65326633, 82.8054197967
130750.420608, 43463.4735361, 2110.55276382, 82.5442022257
129093.879879, 42911.2932931, 2090.45226131, 82.2813208204
