# MIT Bag Model EoS, B = 80
# epsilon [MeV/fm^3], pressure [MeV/fm^3], baryonic_density [1/fm^3], chem_potential[MeV]
969.015034752, 216.338344917, 50.0, 23.7070675934
963.063479424, 214.354493141, 49.7487437186, 23.6672905596
957.121935154, 212.373978385, 49.4974874372, 23.62737937
951.190435795, 210.396811932, 49.2462311558, 23.5873328875
945.269015483, 208.423005161, 48.9949748744, 23.5471499598
939.357708647, 206.452569549, 48.743718593, 23.5068294187
933.456550012, 204.485516671, 48.4924623116, 23.4663700798
927.565574603, 202.521858201, 48.2412060302, 23.4257707425
921.684817748, 200.561605916, 47.9899497487, 23.3850301894
915.814315082, 198.604771694, 47.7386934673, 23.3441471861
909.954102554, 196.651367518, 47.4874371859, 23.3031204809
904.104216429, 194.701405476, 47.2361809045, 23.2619488042
898.264693294, 192.754897765, 46.9849246231, 23.2206308685
892.43557006, 190.811856687, 46.7336683417, 23.179165368
886.61688397, 188.872294657, 46.4824120603, 23.137550978
880.808672603, 186.936224201, 46.2311557789, 23.0957863548
875.010973875, 185.003657958, 45.9798994975, 23.053870135
869.223826051, 183.074608684, 45.7286432161, 23.0118009354
863.447267742, 181.149089247, 45.4773869347, 22.9695773526
857.681337918, 179.227112639, 45.2261306533, 22.9271979623
851.926075906, 177.308691969, 44.9748743719, 22.8846613192
846.181521402, 175.393840467, 44.7236180905, 22.8419659564
840.447714472, 173.482571491, 44.472361809, 22.7991103849
834.724695557, 171.574898519, 44.2211055276, 22.7560930933
829.012505484, 169.670835161, 43.9698492462, 22.7129125473
823.311185467, 167.770395156, 43.7185929648, 22.669567189
817.620777114, 165.873592371, 43.4673366834, 22.6260554367
811.941322434, 163.980440811, 43.216080402, 22.5823756844
806.272863842, 162.090954614, 42.9648241206, 22.5385263009
800.615444166, 160.205148055, 42.7135678392, 22.4945056297
794.969106655, 158.323035552, 42.4623115578, 22.4503119881
789.333894983, 156.444631661, 42.2110552764, 22.4059436669
783.709853256, 154.569951085, 41.959798995, 22.3613989298
778.097026021, 152.699008674, 41.7085427136, 22.3166760126
772.495458272, 150.831819424, 41.4572864322, 22.2717731226
766.905195456, 148.968398485, 41.2060301508, 22.2266884383
761.326283483, 147.108761161, 40.9547738693, 22.1814201085
755.758768729, 145.25292291, 40.7035175879, 22.1359662514
750.20269805, 143.40089935, 40.4522613065, 22.0903249544
744.658118784, 141.552706261, 40.2010050251, 22.044494273
739.125078764, 139.708359588, 39.9497487437, 21.9984722304
733.603626321, 137.86787544, 39.6984924623, 21.9522568165
728.093810297, 136.031270099, 39.4472361809, 21.9058459871
722.595680054, 134.198560018, 39.1959798995, 21.8592376634
717.109285476, 132.369761825, 38.9447236181, 21.8124297307
711.634676986, 130.544892329, 38.6934673367, 21.7654200381
706.171905553, 128.723968518, 38.4422110553, 21.7182063974
700.721022697, 126.907007566, 38.1909547739, 21.6707865819
695.282080506, 125.094026835, 37.9396984925, 21.623158326
689.855131641, 123.28504388, 37.6884422111, 21.5753193238
684.440229346, 121.480076449, 37.4371859296, 21.5272672286
679.037427462, 119.679142487, 37.1859296482, 21.4789996514
673.646780435, 117.882260145, 36.9346733668, 21.4305141599
668.268343328, 116.089447776, 36.6834170854, 21.381808278
662.902171829, 114.300723943, 36.432160804, 21.332879484
657.54832227, 112.516107423, 36.1809045226, 21.2837252096
652.206851631, 110.73561721, 35.9296482412, 21.2343428391
646.877817557, 108.959272519, 35.6783919598, 21.1847297078
641.561278367, 107.187092789, 35.4271356784, 21.1348831007
636.257293071, 105.41909769, 35.175879397, 21.0848002516
630.965921378, 103.655307126, 34.9246231156, 21.0344783413
625.687223715, 101.895741238, 34.6733668342, 20.9839144965
620.421261234, 100.140420411, 34.4221105528, 20.933105788
615.168095835, 98.3893652784, 34.1708542714, 20.8820492296
609.927790172, 96.642596724, 33.9195979899, 20.8307417766
604.700407672, 94.9001358908, 33.6683417085, 20.7791803237
599.486012552, 93.1620041841, 33.4170854271, 20.7273617038
594.284669831, 91.428223277, 33.1658291457, 20.6752826861
589.096445348, 89.6988151159, 32.9145728643, 20.6229399744
583.921405778, 87.973801926, 32.6633165829, 20.5703302051
578.759618652, 86.2532062174, 32.4120603015, 20.5174499456
573.611152371, 84.5370507903, 32.1608040201, 20.464295692
568.476076225, 82.8253587416, 31.9095477387, 20.4108638675
563.354460412, 81.1181534708, 31.6582914573, 20.3571508195
558.24637606, 79.4154586867, 31.4070351759, 20.3031528183
553.151895241, 77.7172984136, 31.1557788945, 20.2488660544
548.071090995, 76.0236969984, 30.9045226131, 20.1942866359
543.004037352, 74.3346791175, 30.6532663317, 20.1394105865
537.950809351, 72.6502697838, 30.4020100503, 20.0842338426
532.911483063, 70.9704943545, 30.1507537688, 20.028752251
527.886135615, 69.2953785382, 29.8994974874, 19.9729615658
522.874845211, 67.6249484035, 29.648241206, 19.9168574456
517.877691159, 65.9592303863, 29.3969849246, 19.8604354509
512.894753896, 64.2982512987, 29.1457286432, 19.8036910403
507.926115013, 62.6420383376, 28.8944723618, 19.7466195681
502.97185728, 60.9906190933, 28.6432160804, 19.6892162804
498.032064677, 59.3440215591, 28.391959799, 19.6314763117
493.106822421, 57.7022741405, 28.1407035176, 19.5733946814
488.196216995, 56.0654056649, 27.8894472362, 19.51496629
483.300336177, 54.4334453923, 27.6381909548, 19.456185915
478.419269075, 52.806423025, 27.3869346734, 19.397048207
