# MIT Bag Model EoS, B = 130
# epsilon [MeV/fm^3], pressure [MeV/fm^3], baryonic_density [1/fm^3], chem_potential[MeV]
257.706054082, -87.431315306, 11.6666666667, 14.5949776094
256.851119557, -87.7162934811, 11.608040201, 14.5704893459
255.997623109, -88.0007922969, 11.5494137353, 14.5459184909
255.145569603, -88.2848101325, 11.4907872697, 14.5212643446
254.29496394, -88.5683453533, 11.432160804, 14.4965261973
253.445811068, -88.8513963108, 11.3735343384, 14.4717033299
252.598115973, -89.1339613423, 11.3149078727, 14.4467950133
251.751883688, -89.4160387706, 11.256281407, 14.4218005083
250.907119288, -89.6976269041, 11.1976549414, 14.3967190655
250.06382789, -89.9787240366, 11.1390284757, 14.3715499249
249.22201466, -90.2593284466, 11.0804020101, 14.3462923159
248.381684807, -90.5394383978, 11.0217755444, 14.3209454569
247.542843586, -90.8190521381, 10.9631490787, 14.2955085553
246.705496299, -91.0981679003, 10.9045226131, 14.2699808071
245.869648297, -91.3767839009, 10.8458961474, 14.2443613969
245.035304978, -91.6548983407, 10.7872696817, 14.2186494973
244.202471788, -91.932509404, 10.7286432161, 14.1928442691
243.371154224, -92.2096152586, 10.6700167504, 14.1669448607
242.541357833, -92.4862140558, 10.6113902848, 14.140950408
241.713088212, -92.7623039295, 10.5527638191, 14.1148600343
240.88635101, -93.0378829966, 10.4941373534, 14.0886728498
240.061151931, -93.3129493563, 10.4355108878, 14.0623879514
239.237496729, -93.5875010903, 10.3768844221, 14.0360044223
238.415391214, -93.861536262, 10.3182579564, 14.0095213322
237.59484125, -94.1350529165, 10.2596314908, 13.9829377364
236.775852759, -94.4080490804, 10.2010050251, 13.9562526759
235.958431716, -94.6805227614, 10.1423785595, 13.9294651768
235.142584156, -94.9524719479, 10.0837520938, 13.9025742506
234.328316173, -95.2238946091, 10.0251256281, 13.8755788928
233.515633918, -95.494788694, 9.96649916248, 13.8484780838
232.704543604, -95.765152132, 9.90787269682, 13.8212707876
231.895051505, -96.0349828317, 9.84924623116, 13.793955952
231.087163957, -96.3042786811, 9.79061976549, 13.766532508
230.280887358, -96.5730375474, 9.73199329983, 13.7389993695
229.476228172, -96.8412572759, 9.67336683417, 13.7113554329
228.673192928, -97.1089356906, 9.61474036851, 13.6835995768
227.87178822, -97.3760705932, 9.55611390285, 13.6557306614
227.072020711, -97.6426597631, 9.49748743719, 13.6277475284
226.27389713, -97.9087009566, 9.43886097152, 13.5996490001
225.477424279, -98.174191907, 9.38023450586, 13.5714338797
224.682609028, -98.439130324, 9.3216080402, 13.5431009499
223.88945832, -98.7035138934, 9.26298157454, 13.5146489733
223.097979171, -98.9673402763, 9.20435510888, 13.4860766916
222.308178672, -99.2306071094, 9.14572864322, 13.4573828247
221.520063988, -99.4933120039, 9.08710217755, 13.4285660709
220.733642364, -99.7554525454, 9.02847571189, 13.399625106
219.94892112, -100.017026293, 8.96984924623, 13.3705585829
219.165907657, -100.278030781, 8.91122278057, 13.3413651306
218.384609458, -100.538463514, 8.85259631491, 13.3120433545
217.605034087, -100.798321971, 8.79396984925, 13.2825918349
216.827189193, -101.057603602, 8.73534338358, 13.2530091271
216.051082511, -101.31630583, 8.67671691792, 13.2232937603
215.27672186, -101.574426047, 8.61809045226, 13.1934442372
214.504115151, -101.831961616, 8.5594639866, 13.1634590333
213.733270384, -102.088909872, 8.50083752094, 13.1333365961
212.96419565, -102.345268117, 8.44221105528, 13.1030753447
212.196899134, -102.601033622, 8.38358458961, 13.0726736685
211.431389118, -102.856203627, 8.32495812395, 13.0421299272
210.667673979, -103.11077534, 8.26633165829, 13.0114424492
209.905762192, -103.364745936, 8.20770519263, 12.9806095317
209.145662337, -103.618112554, 8.14907872697, 12.9496294389
208.387383092, -103.870872303, 8.09045226131, 12.9185004019
207.630933242, -104.123022253, 8.03182579564, 12.8872206175
206.87632168, -104.37455944, 7.97319932998, 12.8557882473
206.123557404, -104.625480865, 7.91457286432, 12.8242014167
205.372649527, -104.875783491, 7.85594639866, 12.792458214
204.623607274, -105.125464242, 7.797319933, 12.7605566896
203.876439983, -105.374520006, 7.73869346734, 12.7284948542
203.131157113, -105.622947629, 7.68006700168, 12.6962706788
202.387768242, -105.870743919, 7.62144053601, 12.6638820925
201.64628307, -106.117905643, 7.56281407035, 12.631326982
200.906711423, -106.364429526, 7.50418760469, 12.5986031904
200.169063255, -106.610312248, 7.44556113903, 12.5657085154
199.433348649, -106.85555045, 7.38693467337, 12.5326407085
198.699577823, -107.100140726, 7.32830820771, 12.4993974736
197.96776113, -107.344079623, 7.26968174204, 12.4659764652
197.237909061, -107.587363646, 7.21105527638, 12.4323752875
196.510032252, -107.829989249, 7.15242881072, 12.3985914925
195.784141482, -108.071952839, 7.09380234506, 12.3646225785
195.060247678, -108.313250774, 7.0351758794, 12.3304659885
194.338361919, -108.55387936, 6.97654941374, 12.2961191087
193.618495439, -108.793834854, 6.91792294807, 12.2615792663
192.900659632, -109.033113456, 6.85929648241, 12.2268437282
192.18486605, -109.271711317, 6.80067001675, 12.1919096986
191.471126416, -109.509624528, 6.74204355109, 12.1567743173
190.759452618, -109.746849127, 6.68341708543, 12.1214346577
190.049856721, -109.983381093, 6.62479061977, 12.0858877244
189.342350965, -110.219216345, 6.5661641541, 12.0501304511
188.636947775, -110.454350742, 6.50753768844, 12.0141596985
187.933659758, -110.688780081, 6.44891122278, 11.9779722513
187.232499716, -110.922500095, 6.39028475712, 11.9415648162
186.533480644, -111.155506452, 6.33165829146, 11.9049340191
185.836615737, -111.387794754, 6.2730318258, 11.8680764024
185.141918398, -111.619360534, 6.21440536013, 11.8309884218
184.449402237, -111.850199254, 6.15577889447, 11.7936664438
183.759081082, -112.080306306, 6.09715242881, 11.7561067421
183.070968981, -112.309677006, 6.03852596315, 11.7183054948
182.385080209, -112.538306597, 5.97989949749, 11.6802587806
181.701429276, -112.766190241, 5.92127303183, 11.6419625753
181.020030927, -112.993323024, 5.86264656616, 11.6034127481
180.340900157, -113.219699948, 5.8040201005, 11.5646050577
179.664052209, -113.44531593, 5.74539363484, 11.5255351482
178.989502587, -113.670165804, 5.68676716918, 11.4861985448
178.317267061, -113.894244313, 5.62814070352, 11.4465906491
177.647361674, -114.117546109, 5.56951423786, 11.4067067346
176.979802749, -114.34006575, 5.51088777219, 11.3665419417
176.314606899, -114.5617977, 5.45226130653, 11.3260912724
175.651791034, -114.782736322, 5.39363484087, 11.2853495848
174.99137237, -115.002875877, 5.33500837521, 11.2443115875
174.333368436, -115.222210521, 5.27638190955, 11.2029718335
173.677797089, -115.440734304, 5.21775544389, 11.1613247136
173.024676516, -115.658441161, 5.15912897822, 11.1193644502
172.374025249, -115.875324917, 5.10050251256, 11.0770850896
171.725862174, -116.091379275, 5.0418760469, 11.0344804952
171.080206544, -116.306597819, 4.98324958124, 10.9915443392
170.437077987, -116.520974004, 4.92462311558, 10.9482700945
169.796496521, -116.73450116, 4.86599664992, 10.9046510261
169.158482564, -116.947172479, 4.80737018425, 10.8606801815
168.523056948, -117.158981017, 4.74874371859, 10.8163503812
167.890240935, -117.369919688, 4.69011725293, 10.7716542086
167.260056226, -117.579981258, 4.63149078727, 10.7265839986
166.632524982, -117.789158339, 4.57286432161, 10.6811318263
166.007669834, -117.997443389, 4.51423785595, 10.6352894947
165.385513904, -118.204828699, 4.45561139028, 10.5890485215
164.766080817, -118.411306394, 4.39698492462, 10.5424001258
164.149394725, -118.616868425, 4.33835845896, 10.4953352128
163.535480322, -118.821506559, 4.2797319933, 10.4478443585
162.924362863, -119.025212379, 4.22110552764, 10.3999177931
162.316068187, -119.227977271, 4.16247906198, 10.3515453832
161.710622741, -119.42979242, 4.10385259631, 10.3027166129
161.108053595, -119.630648802, 4.04522613065, 10.2534205639
160.508388476, -119.830537175, 3.98659966499, 10.2036458938
159.911655787, -120.029448071, 3.92797319933, 10.1533808131
159.317884636, -120.227371788, 3.86934673367, 10.1026130608
158.727104864, -120.424298379, 3.81072026801, 10.0513298778
158.139347076, -120.620217641, 3.75209380235, 9.99951797888
157.554642672, -120.815119109, 3.69346733668, 9.94716352233
156.973023879, -121.00899204, 3.63484087102, 9.89425207736
156.394523791, -121.201825403, 3.57621440536, 9.84076858906
155.819176401, -121.393607866, 3.5175879397, 9.7866973407
155.247016646, -121.584327785, 3.45896147404, 9.73202191306
154.678080446, -121.773973185, 3.40033500838, 9.67672514049
154.112404751, -121.96253175, 3.34170854271, 9.62078906348
153.550027587, -122.149990804, 3.28308207705, 9.56419487724
152.990988111, -122.336337296, 3.22445561139, 9.50692287605
152.435326661, -122.52155778, 3.16582914573, 9.44895239279
151.883084818, -122.705638394, 3.10720268007, 9.39026173328
151.334305466, -122.888564845, 3.04857621441, 9.33082810474
150.789032858, -123.070322381, 2.98994974874, 9.27062753779
150.247312691, -123.25089577, 2.93132328308, 9.20963480135
149.70919218, -123.430269273, 2.87269681742, 9.14782330939
149.17472014, -123.60842662, 2.81407035176, 9.08516501891
148.643947076, -123.785350975, 2.7554438861, 9.02163031775
148.116925278, -123.961024907, 2.69681742044, 8.95718790135
147.593708923, -124.135430359, 2.63819095477, 8.8918046368
147.07435419, -124.308548603, 2.57956448911, 8.8254454127
146.558919377, -124.480360208, 2.52093802345, 8.758072973
146.047465034, -124.650844989, 2.46231155779, 8.68964773265
145.540054104, -124.819981965, 2.40368509213, 8.62012757257
145.03675208, -124.987749307, 2.34505862647, 8.54946761112
144.537627173, -125.154124276, 2.2864321608, 8.47761994865
144.042750499, -125.319083167, 2.22780569514, 8.40453338121
143.552196278, -125.482601241, 2.16917922948, 8.33015307878
143.066042061, -125.644652646, 2.11055276382, 8.25442022257
142.584368974, -125.805210342, 2.05192629816, 8.17727159471
142.10726199, -125.964246003, 1.9932998325, 8.09863911286
141.634810228, -126.121729924, 1.93467336683, 8.01844930016
141.167107288, -126.277630904, 1.87604690117, 7.93662267942
140.70425162, -126.431916127, 1.81742043551, 7.85307307802
140.246346945, -126.584551018, 1.75879396985, 7.76770682696
