# MIT Bag Model EoS, B = 70
# epsilon [MeV/fm^3], pressure [MeV/fm^3], baryonic_density [1/fm^3], chem_potential[MeV]
197.706054082, -27.431315306, 11.6666666667, 14.5949776094
196.851119557, -27.7162934811, 11.608040201, 14.5704893459
195.997623109, -28.0007922969, 11.5494137353, 14.5459184909
195.145569603, -28.2848101325, 11.4907872697, 14.5212643446
194.29496394, -28.5683453533, 11.432160804, 14.4965261973
193.445811068, -28.8513963108, 11.3735343384, 14.4717033299
192.598115973, -29.1339613423, 11.3149078727, 14.4467950133
191.751883688, -29.4160387706, 11.256281407, 14.4218005083
190.907119288, -29.6976269041, 11.1976549414, 14.3967190655
190.06382789, -29.9787240366, 11.1390284757, 14.3715499249
189.22201466, -30.2593284466, 11.0804020101, 14.3462923159
188.381684807, -30.5394383978, 11.0217755444, 14.3209454569
187.542843586, -30.8190521381, 10.9631490787, 14.2955085553
186.705496299, -31.0981679003, 10.9045226131, 14.2699808071
185.869648297, -31.3767839009, 10.8458961474, 14.2443613969
185.035304978, -31.6548983407, 10.7872696817, 14.2186494973
184.202471788, -31.932509404, 10.7286432161, 14.1928442691
183.371154224, -32.2096152586, 10.6700167504, 14.1669448607
182.541357833, -32.4862140558, 10.6113902848, 14.140950408
181.713088212, -32.7623039295, 10.5527638191, 14.1148600343
180.88635101, -33.0378829966, 10.4941373534, 14.0886728498
180.061151931, -33.3129493563, 10.4355108878, 14.0623879514
179.237496729, -33.5875010903, 10.3768844221, 14.0360044223
178.415391214, -33.861536262, 10.3182579564, 14.0095213322
177.59484125, -34.1350529165, 10.2596314908, 13.9829377364
176.775852759, -34.4080490804, 10.2010050251, 13.9562526759
175.958431716, -34.6805227614, 10.1423785595, 13.9294651768
175.142584156, -34.9524719479, 10.0837520938, 13.9025742506
174.328316173, -35.2238946091, 10.0251256281, 13.8755788928
173.515633918, -35.494788694, 9.96649916248, 13.8484780838
172.704543604, -35.765152132, 9.90787269682, 13.8212707876
171.895051505, -36.0349828317, 9.84924623116, 13.793955952
171.087163957, -36.3042786811, 9.79061976549, 13.766532508
170.280887358, -36.5730375474, 9.73199329983, 13.7389993695
169.476228172, -36.8412572759, 9.67336683417, 13.7113554329
168.673192928, -37.1089356906, 9.61474036851, 13.6835995768
167.87178822, -37.3760705932, 9.55611390285, 13.6557306614
167.072020711, -37.6426597631, 9.49748743719, 13.6277475284
166.27389713, -37.9087009566, 9.43886097152, 13.5996490001
165.477424279, -38.174191907, 9.38023450586, 13.5714338797
164.682609028, -38.439130324, 9.3216080402, 13.5431009499
163.88945832, -38.7035138934, 9.26298157454, 13.5146489733
163.097979171, -38.9673402763, 9.20435510888, 13.4860766916
162.308178672, -39.2306071094, 9.14572864322, 13.4573828247
161.520063988, -39.4933120039, 9.08710217755, 13.4285660709
160.733642364, -39.7554525454, 9.02847571189, 13.399625106
159.94892112, -40.0170262935, 8.96984924623, 13.3705585829
159.165907657, -40.278030781, 8.91122278057, 13.3413651306
158.384609458, -40.538463514, 8.85259631491, 13.3120433545
157.605034087, -40.7983219709, 8.79396984925, 13.2825918349
156.827189193, -41.0576036022, 8.73534338358, 13.2530091271
156.051082511, -41.3163058298, 8.67671691792, 13.2232937603
155.27672186, -41.5744260467, 8.61809045226, 13.1934442372
154.504115151, -41.8319616163, 8.5594639866, 13.1634590333
153.733270384, -42.0889098721, 8.50083752094, 13.1333365961
152.96419565, -42.3452681167, 8.44221105528, 13.1030753447
152.196899134, -42.6010336219, 8.38358458961, 13.0726736685
151.431389118, -42.8562036273, 8.32495812395, 13.0421299272
150.667673979, -43.1107753405, 8.26633165829, 13.0114424492
149.905762192, -43.3647459359, 8.20770519263, 12.9806095317
149.145662337, -43.6181125544, 8.14907872697, 12.9496294389
148.387383092, -43.8708723027, 8.09045226131, 12.9185004019
147.630933242, -44.1230222526, 8.03182579564, 12.8872206175
146.87632168, -44.3745594401, 7.97319932998, 12.8557882473
146.123557404, -44.6254808652, 7.91457286432, 12.8242014167
145.372649527, -44.8757834908, 7.85594639866, 12.792458214
144.623607274, -45.1254642421, 7.797319933, 12.7605566896
143.876439983, -45.3745200056, 7.73869346734, 12.7284948542
143.131157113, -45.6229476289, 7.68006700168, 12.6962706788
142.387768242, -45.8707439193, 7.62144053601, 12.6638820925
141.64628307, -46.1179056433, 7.56281407035, 12.631326982
140.906711423, -46.3644295256, 7.50418760469, 12.5986031904
140.169063255, -46.6103122484, 7.44556113903, 12.5657085154
139.433348649, -46.8555504503, 7.38693467337, 12.5326407085
138.699577823, -47.1001407257, 7.32830820771, 12.4993974736
137.96776113, -47.3440796235, 7.26968174204, 12.4659764652
137.237909061, -47.5873636462, 7.21105527638, 12.4323752875
136.510032252, -47.8299892492, 7.15242881072, 12.3985914925
135.784141482, -48.0719528393, 7.09380234506, 12.3646225785
135.060247678, -48.313250774, 7.0351758794, 12.3304659885
134.338361919, -48.5538793603, 6.97654941374, 12.2961191087
133.618495439, -48.7938348535, 6.91792294807, 12.2615792663
132.900659632, -49.0331134561, 6.85929648241, 12.2268437282
132.18486605, -49.2717113165, 6.80067001675, 12.1919096986
131.471126416, -49.509624528, 6.74204355109, 12.1567743173
130.759452618, -49.7468491272, 6.68341708543, 12.1214346577
130.049856721, -49.983381093, 6.62479061977, 12.0858877244
129.342350965, -50.2192163449, 6.5661641541, 12.0501304511
128.636947775, -50.4543507418, 6.50753768844, 12.0141596985
127.933659758, -50.6887800807, 6.44891122278, 11.9779722513
127.232499716, -50.9225000947, 6.39028475712, 11.9415648162
126.533480644, -51.1555064521, 6.33165829146, 11.9049340191
125.836615737, -51.3877947542, 6.2730318258, 11.8680764024
125.141918398, -51.619360534, 6.21440536013, 11.8309884218
124.449402237, -51.8501992543, 6.15577889447, 11.7936664438
123.759081082, -52.080306306, 6.09715242881, 11.7561067421
123.070968981, -52.3096770063, 6.03852596315, 11.7183054948
122.385080209, -52.5383065968, 5.97989949749, 11.6802587806
121.701429276, -52.7661902414, 5.92127303183, 11.6419625753
121.020030927, -52.9933230242, 5.86264656616, 11.6034127481
120.340900157, -53.2196999477, 5.8040201005, 11.5646050577
119.664052209, -53.4453159303, 5.74539363484, 11.5255351482
118.989502587, -53.6701658042, 5.68676716918, 11.4861985448
118.317267061, -53.8942443128, 5.62814070352, 11.4465906491
117.647361674, -54.1175461086, 5.56951423786, 11.4067067346
116.979802749, -54.3400657503, 5.51088777219, 11.3665419417
116.314606899, -54.5617977004, 5.45226130653, 11.3260912724
115.651791034, -54.782736322, 5.39363484087, 11.2853495848
114.99137237, -55.0028758768, 5.33500837521, 11.2443115875
114.333368436, -55.2222105212, 5.27638190955, 11.2029718335
113.677797089, -55.4407343037, 5.21775544389, 11.1613247136
113.024676516, -55.6584411614, 5.15912897822, 11.1193644502
112.374025249, -55.8753249172, 5.10050251256, 11.0770850896
111.725862174, -56.0913792753, 5.0418760469, 11.0344804952
111.080206544, -56.3065978186, 4.98324958124, 10.9915443392
110.437077987, -56.5209740042, 4.92462311558, 10.9482700945
109.796496521, -56.7345011596, 4.86599664992, 10.9046510261
109.158482564, -56.9471724787, 4.80737018425, 10.8606801815
108.523056948, -57.1589810173, 4.74874371859, 10.8163503812
107.890240935, -57.3699196884, 4.69011725293, 10.7716542086
107.260056226, -57.5799812579, 4.63149078727, 10.7265839986
106.632524982, -57.7891583393, 4.57286432161, 10.6811318263
106.007669834, -57.9974433886, 4.51423785595, 10.6352894947
